NAME,R,A,PER,ORBREF,ORBURL,FIRSTREF,FIRSTURL,DISCMETH,STAR,RSTAR,NCOMP,TEFF,JSNAME,EPEURL
HD 142 b,0,1.0429173708,350.3,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2002,http://adsabs.harvard.edu/abs/2002ApJ...571..528T,RV,HD 142,1.5120983124,1,6248.6000976562,HD 142,http://exoplanet.eu/star.php?st=HD+142
WASP-44 b,12.778237872981672,0.0347371288,2.4238039,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Transit,WASP-44,0.9269999862,1,5410,WASP-44,http://exoplanet.eu/star.php?st=WASP-44
WASP-32 b,13.226596674036154,0.0393929109,2.718659,Maxted 2010,http://adsabs.harvard.edu/abs/2010PASP..122.1465M,Maxted 2010,http://adsabs.harvard.edu/abs/2010PASP..122.1465M,Transit,WASP-32,1.1100000143,1,6100,WASP-32,http://exoplanet.eu/star.php?st=WASP-32
HD 1237 b,0,0.4946680665,133.71001,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,RV,HD 1237,0.8580108285,1,5536,GJ 3021,http://exoplanet.eu/star.php?st=GJ+3021
WASP-26 b,14.795855153310546,0.0399686471,2.7566,Smalley 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..56S,Smalley 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..56S,Transit,WASP-26,1.3400000334,1,5059,WASP-26,http://exoplanet.eu/star.php?st=WASP-26
HD 1461 b,,0.0635201558,5.7727,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1492R,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1492R,RV,HD 1461,1.1255302429,1,5765,HD 1461,http://exoplanet.eu/star.php?st=HD+1461
HD 1502 b,,1.311198473,431.8,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,RV,HD 1502,3.9450490475,1,5049,HD 1502,http://exoplanet.eu/star.php?st=HD+1502
WASP-1 b,16.992815151274016,0.0385202914,2.5199449,Simpson 2011,http://adsabs.harvard.edu/abs/2011MNRAS.414.3023S,Collier-Cameron 2007,http://adsabs.harvard.edu/abs/2007MNRAS.375..951C,Transit,WASP-1,1.5169999599,1,6110,WASP-1,http://exoplanet.eu/star.php?st=WASP-1
WASP-45 b,13.002417273508913,0.0405459478,3.1260876,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Transit,WASP-45,0.9449999928,1,5140,WASP-45,http://exoplanet.eu/star.php?st=WASP-45
HD 1690 b,,1.3264255524,533,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,RV,HD 1690,22.4301280975,1,4393,HD 1690,http://exoplanet.eu/star.php?st=HD+1690
HD 2039 b,0,2.1975512505,1120,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2003,http://adsabs.harvard.edu/abs/2003ApJ...587..423T,RV,HD 2039,1.146504879,1,5940.7700195312,HD 2039,http://exoplanet.eu/star.php?st=HD+2039
HIP 2247 b,0,1.3388438225,655.6,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,RV,HIP 2247,1.0726078749,1,4714,BD-17 63,http://exoplanet.eu/star.php?st=BD-17+63
HD 2638 b,0,0.043574322,3.4442,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M,RV,HD 2638,1.1427958012,1,5192,HD 2638,http://exoplanet.eu/star.php?st=HD+2638
HAT-P-19 b,12.688565845548673,0.0466408543,4.008778,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,Transit,HAT-P-19,0.8199999928,1,4990,HAT-P-19,http://exoplanet.eu/star.php?st=HAT-P-19
HAT-P-16 b,14.448376546647998,0.0413275436,2.77596,Buchhave 2010,http://adsabs.harvard.edu/abs/2010ApJ...720.1118B,Buchhave 2010,http://adsabs.harvard.edu/abs/2010ApJ...720.1118B,Transit,HAT-P-16,1.2369999886,1,6158,HAT-P-16,http://exoplanet.eu/star.php?st=HAT-P-16
HD 3651 b,0,0.2947197855,62.218,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Fischer 2003,http://adsabs.harvard.edu/abs/2003ApJ...590.1081F,RV,HD 3651,0.9346845746,1,5220.580078125,HD 3651,http://exoplanet.eu/star.php?st=HD+3651
HD 4113 b,0,1.2726619244,526.62,Tamuz 2008,http://adsabs.harvard.edu/abs/2008A%26A...480L..33T,Tamuz 2008,http://adsabs.harvard.edu/abs/2008A%26A...480L..33T,RV,HD 4113,1.0742782354,1,5688,HD 4113,http://exoplanet.eu/star.php?st=HD+4113
HD 4208 b,0,1.6535471678,828,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V,RV,HD 4208,0.8765006661,1,5600.169921875,HD 4208,http://exoplanet.eu/star.php?st=HD+4208
HD 4308 b,0,0.1191920266,15.56,Udry 2006,http://adsabs.harvard.edu/abs/2006A%26A...447..361U,Udry 2006,http://adsabs.harvard.edu/abs/2006A%26A...447..361U,RV,HD 4308,0.8225903511,1,5695,HD 4308,http://exoplanet.eu/star.php?st=HD+4308
HD 4203 b,0,1.165366292,431.88,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V,RV,HD 4203,1.1578342915,1,5701.6899414062,HD 4203,http://exoplanet.eu/star.php?st=HD+4203
HD 4313 b,,1.1783415079,356,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,RV,HD 4313,4.5671243668,1,4991,HD 4313,http://exoplanet.eu/star.php?st=HD+4313
HAT-P-28 b,13.585284784889044,0.0433673933,3.257215,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,Transit,HAT-P-28,1.1030000448,1,5680,HAT-P-28,http://exoplanet.eu/star.php?st=HAT-P-28
HD 5319 b,0,1.7465611696,674.59998,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R,RV,HD 5319,3.0753552914,1,5052,HD 5319,http://exoplanet.eu/star.php?st=HD+5319
HD 5388 b,,1.7634909153,777,Santos 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..47S,Santos 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..47S,RV,HD 5388,1.2953802347,1,6297,HD 5388,http://exoplanet.eu/star.php?st=HD+5388
HD 5891 b,,0.7243656516,177.11,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,RV,HD 5891,8.1532859802,1,4907,HD 5891,http://exoplanet.eu/star.php?st=HD+5891
HD 6434 b,0,0.1420606524,21.997999,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,RV,HD 6434,0.8027797341,1,5835,HD 6434,http://exoplanet.eu/star.php?st=HD+6434
HIP 5158 b,,0.8879193664,345.72,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,RV,HIP 5158,0.986271441,1,4962,HIP 5158,http://exoplanet.eu/star.php?st=HIP+5158
HD 6718 b,,3.5542738438,2496,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,RV,HD 6718,0.9566293955,1,5746,HD 6718,http://exoplanet.eu/star.php?st=HD+6718
HD 7199 b,,1.361546278,615,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,RV,HD 7199,1.1175626516,1,5386,HD 7199,http://exoplanet.eu/star.php?st=HD+7199
HD 7449 b,,2.3398199081,1275,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,RV,HD 7449,0.9525259137,1,6024,HD 7449,http://exoplanet.eu/star.php?st=HD+7449
HD 7924 b,0,0.056640923,5.3978,Howard 2009,http://adsabs.harvard.edu/abs/2009ApJ...696...75H,Howard 2009,http://adsabs.harvard.edu/abs/2009ApJ...696...75H,RV,HD 7924,0.7634238005,1,5177,HD 7924,http://exoplanet.eu/star.php?st=HD+7924
HD 8535 b,,2.4447016716,1313,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,RV,HD 8535,1.0437021255,1,6136,HD 8535,http://exoplanet.eu/star.php?st=HD+8535
HD 8574 b,0,0.7571413517,227,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Perrier 2003,http://adsabs.harvard.edu/abs/2003A%26A...410.1039P,RV,HD 8574,1.4226559401,1,6049.740234375,HD 8574,http://exoplanet.eu/star.php?st=HD+8574
HD 9446 b,,0.1892134398,30.052,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A&A...513A..69H,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A&A...513A..69H,RV,HD 9446,0.9194483161,2,5793,HD 9446,http://exoplanet.eu/star.php?st=HD+9446
HD 9446 c,,0.6537504196,192.9,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A&A...513A..69H,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A&A...513A..69H,RV,HD 9446,0.9194483161,2,5793,HD 9446,http://exoplanet.eu/star.php?st=HD+9446
upsilon And d,0,2.5245187283,1278.1218,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Butler 1999,http://adsabs.harvard.edu/abs/1999ApJ...526..916B,RV,upsilon And,1.3830009699,3,6212.6499023438,ups And,http://exoplanet.eu/star.php?st=ups+And
upsilon And b,0,0.0593858063,4.6171363,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Butler 1997,http://adsabs.harvard.edu/abs/1997ApJ...474L.115B,RV,upsilon And,1.3830009699,3,6212.6499023438,ups And,http://exoplanet.eu/star.php?st=ups+And
upsilon And c,0,0.8304447532,241.33335,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Butler 1999,http://adsabs.harvard.edu/abs/1999ApJ...526..916B,RV,upsilon And,1.3830009699,3,6212.6499023438,ups And,http://exoplanet.eu/star.php?st=ups+And
WASP-18 b,14.201778136619179,0.0201400686,0.9414529,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Hellier 2009,http://adsabs.harvard.edu/abs/2009Natur.460.1098H,Transit,WASP-18,1.2159999609,1,6400,WASP-18,http://exoplanet.eu/star.php?st=WASP-18
HD 10180 g,,1.4227051735,602,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,RV,HD 10180,1.1085073948,7,5911,HD 10180,http://exoplanet.eu/star.php?st=HD+10180
HD 10180 h,,3.4245185852,2248,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,RV,HD 10180,1.1085073948,7,5911,HD 10180,http://exoplanet.eu/star.php?st=HD+10180
HD 10180 b,,0.0222532731,1.17768,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,RV,HD 10180,1.1085073948,7,5911,HD 10180,http://exoplanet.eu/star.php?st=HD+10180
HD 10180 d,,0.1285811067,16.3567,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,RV,HD 10180,1.1085073948,7,5911,HD 10180,http://exoplanet.eu/star.php?st=HD+10180
HD 10180 e,,0.2699169219,49.747,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,RV,HD 10180,1.1085073948,7,5911,HD 10180,http://exoplanet.eu/star.php?st=HD+10180
HD 10180 f,,0.4927898049,122.72,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,RV,HD 10180,1.1085073948,7,5911,HD 10180,http://exoplanet.eu/star.php?st=HD+10180
HD 10180 c,,0.0641174763,5.75962,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,RV,HD 10180,1.1085073948,7,5911,HD 10180,http://exoplanet.eu/star.php?st=HD+10180
HD 10647 b,0,2.0217549801,1003,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,RV,HD 10647,1.1856907606,1,6104.9599609375,HD 10647,http://exoplanet.eu/star.php?st=HD+10647
HD 10697 b,0,2.131770134,1075.2,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,RV,HD 10697,1.5413050652,1,5680.4399414062,HD 10697,http://exoplanet.eu/star.php?st=HD+10697
HD 11506 b,0,2.6048846245,1405,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,RV,HD 11506,1.2627450228,1,6058,HD 11506,http://exoplanet.eu/star.php?st=HD+11506
HD 11977 b,0,1.9364292622,711,Setiawan 2005,http://adsabs.harvard.edu/abs/2005A%26A...437L..31S,Setiawan 2005,http://adsabs.harvard.edu/abs/2005A%26A...437L..31S,RV,HD 11977,8.0954713821,1,4970,HD 11977,http://exoplanet.eu/star.php?st=HD+11977
HD 11964 b,0,3.1546525955,1944.5898,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,RV,HD 11964,1.6651854515,2,5349.2001953125,HD 11964,http://exoplanet.eu/star.php?st=HD+11964
HD 11964 c,0,0.2284739166,37.910254,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,RV,HD 11964,1.6651854515,2,5349.2001953125,HD 11964,http://exoplanet.eu/star.php?st=HD+11964
HAT-P-32 b,22.83269308647133,0.0344202593,2.150009,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,Transit,HAT-P-32,1.3869999647,1,6001,HAT-P-32,http://exoplanet.eu/star.php?st=HAT-P-32
HD 12661 b,0,0.8381722569,262.70861,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Fischer 2001,http://adsabs.harvard.edu/abs/2001ApJ...551.1107F,RV,HD 12661,1.0678179264,2,5742.75,HD 12661,http://exoplanet.eu/star.php?st=HD+12661
HD 12661 c,0,2.9192721844,1707.8812,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Fischer 2003,http://adsabs.harvard.edu/abs/2003ApJ...586.1394F,RV,HD 12661,1.0678179264,2,5742.75,HD 12661,http://exoplanet.eu/star.php?st=HD+12661
alpha Ari b,,1.1757922173,380,Lee 2011,http://adsabs.harvard.edu/abs/2011A%26A...529A.134L,Lee 2011,http://adsabs.harvard.edu/abs/2011A%26A...529A.134L,RV,alpha Ari,17.653219223,1,4553,alf Ari,http://exoplanet.eu/star.php?st=alf+Ari
HD 13189 b,,1.8027150631,471.6,Hatzes 2005,http://adsabs.harvard.edu/abs/2005A&A...437..743H,Hatzes 2005,http://adsabs.harvard.edu/abs/2005A&A...437..743H,RV,HD 13189,69.9790344238,1,4180,HD 13189,http://exoplanet.eu/star.php?st=HD+13189
GJ 86 b,0,0.1142171845,15.76491,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Queloz 2000,http://adsabs.harvard.edu/abs/2000A%26A...354...99Q,RV,GJ 86,0.7482639551,1,5150.5400390625,Gl 86,http://exoplanet.eu/star.php?st=Gl+86
HAT-P-29 b,12.408341594048949,0.0666842461,5.723186,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,Transit,HAT-P-29,1.2239999771,1,6087,HAT-P-29,http://exoplanet.eu/star.php?st=HAT-P-29
HD 13931 b,0,5.1493053436,4218,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,RV,HD 13931,1.2241662741,1,5829,HD 13931,http://exoplanet.eu/star.php?st=HD+13931
WASP-33 b,16.77984391882661,0.0255483333,1.21986983,Collier-Cameron 2010,http://adsabs.harvard.edu/abs/2010MNRAS.407..507C,Christian 2006,http://adsabs.harvard.edu/abs/2006MNRAS.372.1117C,Transit,WASP-33,1.4440000057,1,7430,WASP-33,http://exoplanet.eu/star.php?st=WASP-33
HD 16141 b,0,0.3556564748,75.523,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 2000,http://adsabs.harvard.edu/abs/2000ApJ...536L..43M,RV,HD 16141,2.0499999523,1,5793.9501953125,HD 16141,http://exoplanet.eu/star.php?st=HD+16141
30 Ari B b,,0.9947503209,335.1,Guenther 2009,http://adsabs.harvard.edu/abs/2009A%26A...507.1659G,Guenther 2009,http://adsabs.harvard.edu/abs/2009A%26A...507.1659G,RV,30 Ari B,1.0228275061,1,6300,30 Ari B,http://exoplanet.eu/star.php?st=30+Ari+B
HD 16417 b,0,0.1354351193,17.24,O'Toole 2009,http://adsabs.harvard.edu/abs/2009ApJ...697.1263O,O'Toole 2009,http://adsabs.harvard.edu/abs/2009ApJ...697.1263O,RV,HD 16417,1.456448555,1,5817,HD 16417,http://exoplanet.eu/star.php?st=HD+16417
HD 16175 b,0,2.1184990406,990,Peek 2009,http://adsabs.harvard.edu/abs/2009PASP..121..613P,Peek 2009,http://adsabs.harvard.edu/abs/2009PASP..121..613P,RV,HD 16175,1.1970670223,1,6080,HD 16175,http://exoplanet.eu/star.php?st=HD+16175
81 Cet b,0,2.53875947,952.7,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S,RV,81 Cet,17.9973125458,1,4785,81 Cet,http://exoplanet.eu/star.php?st=81+Cet
HD 16760 b,0,1.0872719288,465.1,Sato 2009,http://adsabs.harvard.edu/abs/2009ApJ...703..671S,Sato 2009,http://adsabs.harvard.edu/abs/2009ApJ...703..671S,RV,HD 16760,0.9097179174,1,5620,HD 16760,http://exoplanet.eu/star.php?st=HD+16760
iota Hor b,0,0.9237598181,302.8,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Kurster 2000,http://adsabs.harvard.edu/abs/2000A%26A...353L..33K,RV,iota Hor,1.2104696035,1,6097.3598632812,HR 810,http://exoplanet.eu/star.php?st=HR+810
BD +48 738 b,,0.9494877458,392.6,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,RV,BD +48 738,19.2849750519,1,4414,BD +48 738,http://exoplanet.eu/star.php?st=BD++48+738
HD 17092 b,0,1.3079812527,359.89999,Niedzielski 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1354N,Niedzielski 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1354N,RV,HD 17092,11.8000001907,1,4650,HD 17092,http://exoplanet.eu/star.php?st=HD+17092
HIP 12961 b,,0.2549698949,57.435,Forveille 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.141F,Forveille 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.141F,RV,HIP 12961,,1,,HIP 12961,http://exoplanet.eu/star.php?st=HIP+12961
HD 17156 b,11.433160131465922,0.1631972939,21.21663,Barbieri 2009,http://adsabs.harvard.edu/abs/2009A%26A...503..601B,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,RV,HD 17156,1.5069999695,1,6079,HD 17156,http://exoplanet.eu/star.php?st=HD+17156
WASP-50 b,12.923954750266255,0.029471362,1.9550959,Gillon 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G,Gillon 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G,Transit,WASP-50,0.8429999948,1,5400,WASP-50,http://exoplanet.eu/star.php?st=WASP-50
HD 18742 b,,1.9273443222,772,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,RV,HD 18742,4.5330548286,1,5048,HD 18742,http://exoplanet.eu/star.php?st=HD+18742
WASP-11 b,10.200172758829494,0.0436465703,3.722465,West 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..395W,West 2009 ; Bakos 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..395W ; http://adsabs.harvard.edu/abs/2009ApJ...696.1950B,Transit,WASP-11,0.7400000095,1,4800,WASP-11/HAT-P-10,http://exoplanet.eu/star.php?st=WASP-11/HAT-P-10
HIP 14810 d,0,1.8862266541,950.69651,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,RV,HIP 14810,1.3199770451,3,5485,HIP 14810,http://exoplanet.eu/star.php?st=HIP+14810
HIP 14810 c,0,0.5454044342,147.76916,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,RV,HIP 14810,1.3199770451,3,5485,HIP 14810,http://exoplanet.eu/star.php?st=HIP+14810
HIP 14810 b,0,0.0692270845,6.673859,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,RV,HIP 14810,1.3199770451,3,5485,HIP 14810,http://exoplanet.eu/star.php?st=HIP+14810
HD 19994 b,0,1.3056691885,466.2,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Mayor 2004,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,RV,HD 19994,1.4040338993,1,6188.0200195312,HD 19994,http://exoplanet.eu/star.php?st=HD+19994
HAT-P-25 b,13.338687710970728,0.0465812646,3.652836,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,Transit,HAT-P-25,0.9589999914,1,5500,HAT-P-25,http://exoplanet.eu/star.php?st=HAT-P-25
HD 20794 c,,0.2036282271,40.114,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,RV,HD 20794,1.226829648,3,5401,HD 20794,http://exoplanet.eu/star.php?st=HD+20794
HD 20794 b,,0.1207384169,18.315,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,RV,HD 20794,1.226829648,3,5401,HD 20794,http://exoplanet.eu/star.php?st=HD+20794
HD 20794 d,,0.349780947,90.309,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,RV,HD 20794,1.226829648,3,5401,HD 20794,http://exoplanet.eu/star.php?st=HD+20794
HD 20782 b,0,1.3567347527,585.85999,Jones 2006,http://adsabs.harvard.edu/abs/2006MNRAS.369..249J,Jones 2006,http://adsabs.harvard.edu/abs/2006MNRAS.369..249J,RV,HD 20782,1.1293284893,1,5758.3598632812,HD 20782,http://exoplanet.eu/star.php?st=HD+20782
HD 20868 b,0,0.9473188519,380.85,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,RV,HD 20868,1.1558098793,1,4795,HD 20868,http://exoplanet.eu/star.php?st=HD+20868
WASP-22 b,12.55405847245443,0.0468681678,3.53269,Maxted 2010,http://adsabs.harvard.edu/abs/2010AJ....140.2007M,Maxted 2010,http://adsabs.harvard.edu/abs/2010AJ....140.2007M,Transit,WASP-22,1.1299999952,1,6000,WASP-22,http://exoplanet.eu/star.php?st=WASP-22
epsilon Eri b,0,3.3755824566,2500,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Hatzes 2000,http://adsabs.harvard.edu/abs/2000ApJ...544L.145H,RV,epsilon Eri,0.7400000095,1,5145.75,eps Eridani,http://exoplanet.eu/star.php?st=eps+Eridani
HD 23127 b,0,2.3186352253,1214,O'Toole 2007,http://adsabs.harvard.edu/abs/2007ApJ...660.1636O,O'Toole 2007,http://adsabs.harvard.edu/abs/2007ApJ...660.1636O,RV,HD 23127,1.5117197037,1,5752,HD 23127,http://exoplanet.eu/star.php?st=HD+23127
HD 23079 b,0,1.5950943232,730.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2002,http://adsabs.harvard.edu/abs/2002ApJ...571..528T,RV,HD 23079,1.1624866724,1,5927.0698242188,HD 23079,http://exoplanet.eu/star.php?st=HD+23079
HD 22781 b,,1.1684651375,528.07,Diaz 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A.113D,Diaz 2011,http://adsabs.harvard.edu/abs/2011EPJWC..1102006D,RV,HD 22781,0.7204445601,1,5027,HD 22781,http://exoplanet.eu/star.php?st=HD+22781
HD 23596 b,0,2.7721910477,1561,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Perrier 2003,http://adsabs.harvard.edu/abs/2003A%26A...410.1039P,RV,HD 23596,1.9661545753,1,5903.5498046875,HD 23596,http://exoplanet.eu/star.php?st=HD+23596
HD 24040 b,0,4.5651979446,3403.6224,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,RV,HD 24040,1.1544448137,1,5852.7299804688,HD 24040,http://exoplanet.eu/star.php?st=HD+24040
HD 25171 b,,3.0306382179,1845,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,RV,HD 25171,1.0687680244,1,6160,HD 25171,http://exoplanet.eu/star.php?st=HD+25171
